,Title,Categories,Status,Views,Comments,Follows,Introduction,Last Update,Latest Chapter
230,Kemono Giga,"Action, Drama, Fantasy, Horror, Manga, Slice of Life, Supernatural, Tragedy",Đang tiến hành,66338,168,1969,"Yuu là cậu bé có vận may rất tệ. Cậu vô cớ bị bắt làm con tin, bị tống tiền, hoặc dính líu đến tai nạn giao thông trong suốt một tuần hoặc một tháng. Như thường lệ, sự cố tương tự xảy ra khi Yuu bị bắt cóc trên đường chuyển đến một ngôi trường mới. Người bò sát - Lizardmen mang Yuu theo các cống ngầm dưới lòng đất. Yuu sợ hãi và tuyệt vọng, nhưng rồi một cô gái xuất hiện và cứu cậu. Cô ấy là một miêu nữ có khả năng kiểm soát được năng lượng điện và cô ấy đã cố gắng giải cứu Yuu, nhưng một sự cố xảy ra! Sự xuất hiện của một kẻ thù rất nguy hiểm, ""Makatsuhi"" (マカツヒ) là con quái vật sẽ tấn công và giết bất cứ ai! Yuu cố gắng thoát thân khi cô gái cầm chân Makatsuhi, nhưng sau đó cậu đã quyết tâm quay trở lại để cứu cô ấy, và sau cuộc gặp gỡ này, cuộc sống của cậu đã thay đổi…",03/08//2021,Chapter 11
231,Pubg Luck Rookie,"Action, Chuyển Sinh, Comedy, Fantasy, Manhua, Truyện Màu, Xuyên Không",Đang tiến hành,26735,73,875,"Thiếu niên thiên tài bị vận rủi bám người, đánh bậy đánh bạ đi vào thế giới game sinh tồn PUBG. Ở trong chiến trường mưa bom bão đạn, lửa đạn liên miên, bắn phát nào lệch phát ấy, ném lựu đạn quả nào tự nổ bản thân quả ấy, hắn càng muốn kiên cường đi con đường của bản thân, trở thành chiến thần!",03/08//2021,Chapter 6
232,Tôi Không Phải Là Dũng Giả!!!,"Action, Adventure, Comedy, Fantasy, Manga",Đang tiến hành,45563,180,2865,"Tôi đã bị một chiếc tông khi đang cố bảo vệ một cô gái, khi tỉnh lại tôi đã thấy mình được tái sinh thành ""Rex""- một nhân vật trong tựa game RPG tôi đã từng chơi Brave&Sword (Thanh Gươm Và Quả Cảm).　
Level của Rex là 50! Wow, tuyệt vời! Tôi là người có level cao nhất game đấy, Mua hahaha! Với bộ kĩ năng và chỉ số cực bá trải đều trên toàn bộ các Class, và quan trọng nhất là tôi siêu cấp đẹp trai! Thế giới này là của bố mày rồi!!!
Nhưng rồi tôi nhận ra Rex chỉ là một nhân vật ở giai đoạn đầu, thứ mà sẽ chẳng hơn gì một quả tạ ở giai đoạn sau . Giống như các thẻ bài SR thường thấy trong các trò chơi mới phát hành, sở hửu sức mạnh vô song nhất thời nhưng càng về sau thì càng vô dụng.　
Không chỉ thế, Rex còn đi kèm với một loạt các hạn chế tiềm năng thì thấp, điểm kinh nghiệm cần để nâng cấp thì quá cao và cũng "" được"" gắn với một số phận hẩm hiu không kém.
""Hãy để lại tất cả cho dũng giả! Tôi sẽ rút lui và sống một cuộc sống an nhàn!!""
Đây là một câu chuyện kể về việc một người bình thường tìm kiếm và bồi dưỡng một ""Dũng Giả"" sẽ trở thành anh hùng giải cứu thế giới sau này vì một lý do nào đó.",03/08//2021,Chapter 2.2
233,Long Tính,"Fantasy, Manhwa, Supernatural, Truyện Màu, Webtoon",Đang tiến hành,4811,10,355,"Trong thế giới rộng lớn và nổi tiếng của game MMORPG “Hidden Ego”, NPC Ignis - con rồng của sự diệt vong bỗng dưng thức tỉnh bản ngã. Cùng lúc đó, Tapras - em trai của Ignis đã bị 6 top ranker của hội mạnh nhất đánh bại, cơ thể Tapras bị phân thành 6 vật phẩm thuộc quyền sở hữu của 6 top ranker tương ứng. Để có thể phục sinh lại em trai mình, Ignis bắt đầu sử dụng những cảm xúc phẫn nộ cùng cực đó để trả thù! Hành trình báo thù và phục sinh cho em trai của Ignis - con rồng của sự diệt vong đã bắt đầu!",03/08//2021,Chapter 4
234,Đấu La Đại Lục Ngoại Truyện: Đường Môn Anh Hùng,"Action, Adventure, Cổ Đại, Fantasy, Harem, Manhua, Mystery, NetTruyen, Sci-fi, Shounen, Supernatural, Truyện Màu",Hoàn thành,5566233,1686,14885,"Đường Môn anh hùng, cường thế trở về. Đầy ngập nhiệt huyết, lại liên tiếp kinh điển. Thời Không Loạn Lưu, kỳ lạ Hắc Động, ngày xưa Thần Giới có thể hay không như nguyện trở về? Chúng Thần cuộc chiến, đấu trí so dũng khí, bảy đại Thần Vương có thể hay không dắt tay đi về phía trước?",02/08//2021,Chapter 99
235,Warble,"Action, Fantasy, Truyện Màu",Hoàn thành,3408609,457,9223,"Loài người sống ở trên Over-world, loài quỷ thống trị Under-world. Và cách duy nhất để loài người duy chuyển qua cách thể giới khác nhau, và cũng là hi vọng cuối cùng của loài người Warble",30/04//2021,Chapter 205
236,Tôi trở thành nhân vật phản diện giỏi nhất trong giới võ thuật,"Historical, Manhwa, Truyện Màu, Xuyên Không",Đang tiến hành,1773063,445,14168,"Nhân vật chính của chúng ta là một tiểu thuyết gia chuyên viết về thể loại giả tưởng lãng mạn không thành công, khi cô ấy đang đi qua đường thì bị một chiếc xe ô tô đâm phải và sau đó tỉnh dậy với tư cách là nhân vật phản diện trong một cuốn tiểu thuyết võ hiệp bán chạy nhất. Từ đó cô sử dụng thông tin từ cuốn tiểu thuyết mà cô đã phân tích trong cuộc sống ban đầu của mình, để tránh cái chết của mình và tìm ra sự thật đằng sau những gì đã thực sự xảy ra với cô.",02/08//2021,Chapter 50
237,Trường Học Wibu,"Comedy, Manga, School Life, Slice of Life",Đang tiến hành,127537,298,1706,"Như tựa đề, đọc đi là biết
Truyện này tác giả vẽ ... chơi  Mục đích là để nghiên cứu cách vẽ mới, cũng như thăm dò nhu cầu thị hiếu mọi người như thế nào  Rồi sau đó mới quyết định nghiêm túc đầu tư câu chuyện hơn sau này",29/07//2021,Chapter 8
238,Shingan No Yuusha,"Action, Adventure, Chuyển Sinh, Comedy, Fantasy",Đang tiến hành,2476593,2418,19203,"Main nhà ta bị triệu hồi sang thế giới khác, trớ trêu thay người triệu hồi anh ta lại gọi anh ta là rác rưởi vì đã triệu hồi nhầm, anh bị đày xuống hạ giới gặp một tiên vếu bự khác giả bộ làm bà già nghèo khổ, main ra tay giúp đỡ nên được ban cho thần nhãn... với thần nhãn anh ta sẽ làm gì ở thế giới khác đây?",02/08//2021,Chapter 31
239,Tổng Tài Đích Tự Dưỡng Tiểu Kiều Thê,"Manhua, Ngôn Tình, Truyện Màu",Đang tiến hành,510697,51,3524,"Diệp Dân phá sản, chỉ thoáng chốc, cô mất hết mọi thứ, bị Cố Nam Thần nhặt về. Cố Nam Thần quyền thế ngất trời cứ thế xông vào thế giới của cô, bá đạo lên tiếng: “Bên cạnh tôi thiếu một nữ nhân.” Cô đương nhiên hiểu sai ý của anh, chỉ vì nhà cô Cố Nam Thần giữ lại lời trong lòng: Tôi dùng tất cả để yêu em, em cứ vui vẻ theo cách mình thích là được.",02/08//2021,Chapter 35
240,Kunimatsu,"Manga, Shounen, Sports",Đang tiến hành,3010,9,64,"Truyện của ông mọi người thường chỉ biết qua các bộ teppi, thiết quyền lãng tử, tân teppi golf.
Nhưng ông còn rất nhiều truyện hay, ở VN mình mới chỉ xuất bản đc 8 đầu truyện, ngoài các thể loại thể thao thì ô còn viết nhiều thể loại khác nữa.
Truyện của ông luôn có 1 đặc điểm chung, đấy là tính giáo dục rất cao, viết truyện theo kiểu bình dị, không đao to búa lớn, những bài học thật sự sâu sắc đến từ những điều rất nhỏ.
Nơi đây sẽ tổng hợp các truyện ngắn của tác giả Chiba Tetsuya :3",01/08//2021,Chapter 3
241,Mở Phòng Khám Tu Tiên,"Action, Harem, Manhua, Mystery, Truyện Màu",Đang tiến hành,4342766,456,15828,,01/08//2021,Chapter 106
242,Orenchi ni Kita Onna Kishi to: Inakagurashi suru Koto ni Natta Ken?,"Action, Romance, Slice of Life, Xuyên Không",Đang tiến hành,1235015,524,7735,.......,01/08//2021,Chapter 58
243,Hôn Nhân Bí Mật Của Ông Chồng Quốc Dân,"Đam Mỹ, Ecchi, Manhua, Romance, Truyện Màu",Đang tiến hành,172631,121,1747,"Ông chồng quốc dân Tần Hữu An bị chụp hình khi đến nhà hát thăm đoàn kịch. Quần chúng ăn dưa: Tần tổng nhất định là đến xem nam thần Ôn Đình Nhạc, hai người họ thật là quá xứng đôi ahahah! Fan Ôn gia cũng lật tung weibo để xem chi tiết Tần tổng phát đường. Sau đó, một tên “chó săn” chụp được Thẩm Tô Vân chủ động chui vào lòng Tần tổng. Quần chúng phẫn nộ: Từ đâu ra một con chim chỉ mà muốn làm dơ bẩn Tần tổng chúng ta.",01/08//2021,Chapter 8
244,Nghịch Thiên Chiến Kỷ,"Action, Fantasy, Manhua, Truyện Màu",Đang tiến hành,1345299,262,12441,,01/08//2021,Chapter 52
245,The Little Girl Raised By Death Hold The Sword Of Death Tight,"Action, Drama, Fantasy, Manga",Đang tiến hành,515429,858,10073,"Sâu trong một ngôi đền lãng quên, một đứa trẻ được tìm thấy bởi sinh vật hắc ám (Thần chết Z), Z đã nuôi nấng và dạy cho con bé kiến thức và cách chiến đấu. bỗng ngày nọ, Z biến mất, để lại bức thư và thanh hắc kiếm. Cô gái trẻ, olivia, lên đường tìm kiếm Z và trong hành trình cô tình nguyện trở thành lính của vương quốc farnest đang thất thế với Ashbelt Empires tranh giành thắng thua.
Đây là cậu chuyện về Olivia Valedstorm, cô gái được Thần chết nuôi dưỡng. Và trong hành trình, cô trở thành một nữ thần chiến tranh.",31/07//2021,Chapter 18
246,Kimi Ga Niku Ni Nattemo,"Action, Manga, Seinen",Đang tiến hành,27563,73,537,"Một ngày nọ, Hinako bắt gặp một khối thịt sống. Cũng ngày hôm ấy, Maki bạn cô mơ môt giấc mơ kỳ lạ. Liệu đây có phải là đời thực? Hay là giấc mơ? Một câu chuyện về tình bạn, tuổi trẻ lẫn các tình tiết kinh dị.",31/07//2021,Chapter 6
247,Pseudo Harem,"Comedy, Manga, Romance, School Life, Slice of Life",Đang tiến hành,1729453,1194,7847,Một bộ manga về cô bé có khả năng diễn rất tốt và senpai,31/07//2021,Chapter 131
248,Lực bạt sơn hà Hề Tử Đường,"Action, Adventure, Manhua, Truyện Màu",Đang tiến hành,1603047,296,12129,,31/07//2021,Chapter 50
249,Anh Đại Bá Đạo,"Action, Comedy, School Life, Slice of Life, Webtoon",Đang tiến hành,36509,42,774,"Một bộ truyện về thể loại ẩu đả học đường, phân chia băng nhóm với cốt truyện có 6 phần tương tự 2 tuyệt phẩm Crows và Worst với 4 phần khác biệt dựa trên những nhân vật phụ và tình tiết được xây dựng quanh nhân vật chính bá đạo. Những ai đam mê 2 bộ kể trên sẽ được lần nữa sống dậy cảm giác tuổi trẻ hào hùng cùng bộ truyện này.",31/07//2021,Chapter 7
250,Khánh Hy Kỷ Sự,"Cổ Đại, Drama, Historical, Manhua, Ngôn Tình, Romance, Slice of Life, Truyện Màu",Đang tiến hành,333611,187,4139,"Reup Xin Hãy Ghi Nguồn Yêu Truyện Tranh!
•Tác giả: A Nam
•Edit,Dịch: Vũ Chi
•Fanpage: YÊU TRUYỆN TRANH
•Giới Thiệu: Thân là một giới trừ tà hèn mọn trong thâm cung, phụ tá hoàng đế thu lại thuộc địa, trục xuất hung nô, có chí nguyện và tài hoa bình định thiên hạ, dần dần tập hợp xung quanh hắn, đều là các loại thanh niên tài tuấn. Song ẩn phía sau cừu hận gia đình hắn, khiến hành động của hắn không thể suy xét chắc chắn, mục đích của hắn vẫn mãi mãi ẩn giấu dưới đỉnh băng...
•Thể Loại: Cổ Đại, Nguyên Sang, Ngôn Tình, Tình Cảm, Cung Đấu, Cung Đình Hầu Tước
•Truyện được đăng trực tiếp tại Trang YÊU TRUYỆN TRANH, Nettruyen, Mê Đọc Truyện. Có tài khoản là Vũ Chi-Cốm Xanh
•Mọi vấn đề thắc mắc xin hãy nhắn tin trực tiếp tới mình! Mình sẽ luôn trả lời!
•Mong các cậu hãy ủng hộ nhiệt tình! Cảm mơn rất nhiều!
#_Chi",31/07//2021,Chapter 36
251,Con Rồng Nuốt Chửng Cả Thế Giới: Cuồng Long Bạo Thực,"Action, Adventure, Drama, Fantasy, Manga, Seinen, Shounen",Đang tiến hành,107244,147,4512,"Tại một đất nước thờ Rồng, Dragonemund. Manato một đứa trẻ được nhận nuôi, là người dân sống trong một ngôi làng nhỏ yên bình với gia đình kế của mình. Một ngày nọ,một tấn bi kịch đã thay đổi cuộc đời Manato Sau khi tất cả những gì quý giá đối với anh đã bị nuốt chửng ngay trước mắt.",31/07//2021,Chapter 5
252,Kaiju Girl Caramelise,"Comedy, Manga, Romance, Seinen, Shoujo, Supernatural",Đang tiến hành,9828,85,990,"Một hotboy khiến bao thiếu nữ phải siêu lòng, một nữ sinh khép kín mang trong mình một bí mật kinh khủng. Liệu mối quan hệ vừa ngọt nhưng cũng vừa mặn (như bánh bông lan chà bông trứng muối) của họ sẽ đi về đâu?",31/07//2021,Chapter 2
253,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Juukimama na Hanayome Seikatsu o Mankitsu Suru","Fantasy, Manga, Romance",Đang tiến hành,138759,167,4798,"Rishe, con gái của một công tước, bị mắc kẹt trong một vòng lặp tái sinh ở thời điểm hôn ước của cô bị hủy bỏ và cô luôn kết thúc cuộc đời ở tuổi 20. Câu chuyện nói về vòng lặp thứ bảy của cô gái ấyNhờ những lần tái sinh, Rishe đã trải qua nhiều nghề khác nhau, trở thành một thương gia, một dược sĩ và cả hiệp sĩ. Nhưng lần này, cô ấy chỉ đơn giản là muốn sống một cuộc sống an nhàn!Thế nhưng tất cả đã bị thay đổi bởi sự xuất hiện của kẻ đã kết liễu cô ở vòng lặp trước, thái tử của nước láng giềng...",31/07//2021,Chapter 7
254,Tôi Sẽ Chỉ Sống Như Một Nhân Vật Phản Diện,"Manhwa, Romance, Truyện Màu",Đang tiến hành,3846919,602,30760,"Tôi tái sinh thành một nhân vật phản diện từ một cuốn sách, thậm chí nhân vật đó còn có âm mưu giết người!
Nhưng…
""Tôi không phải là những gì tôi muốn làm, vậy nên có nhất thiết để thay đổi nó?""
Tôi đã nghĩ về nó trong một thời gian nhưng sau đó tôi nhận ra rằng hãy ăn uống và sống thoả thích vậy là được.
“… Trời lạnh, phải không?”
Tôi đã bị đày đến ở một nơi lạnh giá. Vô cùng lạnh.
Tôi sắp chết, nhưng tôi chỉ còn một đống củi không cháy hết!
Tôi đã triệu hồi Theoharis- con quỷ của ngọn lửa, hãy sống, và…
""Nàng triệu hồi ta đến chỉ để đốt lửa?""
""Được rồi, chỉ cần nhanh chóng thắp sáng nó.""
Con quỷ này đúng là một mối phiền toái vô tận!
""Nàng đã triệu hồi cho tôi. Vì vậy, nàng nên có trách nhiệm với ta ”.
""Chịu trách nhiệm? Tại sao phải là tôi?""
""Hợp đồng trọn đời.""
Này, tôi chỉ muốn đốt lửa thôi!
Đây là câu chuyện về một nhân vật phản diện muốn sống yên bình, và ác quỷ Theoharis, người muốn hoàn thành hợp đồng của mình.",31/07//2021,Chapter 38
